-999-01-01, 00:00:00 UTC = -225-03-25, 17:00:08 ÄÜC
0354-01-01, 00:00:00 UTC = 1005-01-32, 36:07:15 ÄÜC
0355-01-01, 00:00:00 UTC = 1006-01-01, 13:40:08 ÄÜC
0356-01-01, 00:00:00 UTC = 1007-00-18, 40:24:00 ÄÜC
0357-01-01, 00:00:00 UTC = 1007-06-37, 10:48:10 ÄÜC
0358-01-01, 00:00:00 UTC = 1008-06-05, 37:32:03 ÄÜC
0359-01-01, 00:00:00 UTC = 1009-05-23, 15:15:44 ÄÜC
0360-01-01, 00:00:00 UTC = 1010-04-40, 41:48:37 ÄÜC
0361-01-01, 00:00:00 UTC = 1011-04-10, 12:23:47 ÄÜC
0362-01-01, 00:00:00 UTC = 1012-03-27, 39:07:40 ÄÜC
0363-01-01, 00:00:00 UTC = 1013-02-45, 16:40:32 ÄÜC
0364-01-01, 00:00:00 UTC = 1014-02-13, 43:24:24 ÄÜC
0365-01-01, 00:00:00 UTC = 1015-01-32, 13:48:35 ÄÜC
0366-01-01, 00:00:00 UTC = 1016-01-00, 40:32:27 ÄÜC
0367-01-01, 00:00:00 UTC = 1017-00-18, 18:16:20 ÄÜC
0368-01-01, 00:00:00 UTC = 1017-06-35, 45:00:12 ÄÜC
0369-01-01, 00:00:00 UTC = 1018-06-05, 15:24:22 ÄÜC
0370-01-01, 00:00:00 UTC = 1019-05-22, 42:08:15 ÄÜC
0371-01-01, 00:00:00 UTC = 1020-04-40, 19:41:07 ÄÜC
0372-01-01, 00:00:00 UTC = 1021-04-08, 46:25:00 ÄÜC
0373-01-01, 00:00:00 UTC = 1022-03-27, 17:00:10 ÄÜC
0374-01-01, 00:00:00 UTC = 1023-02-44, 43:33:03 ÄÜC
0375-01-01, 00:00:00 UTC = 1024-02-13, 21:16:44 ÄÜC
0376-01-01, 00:00:00 UTC = 1025-01-30, 48:00:36 ÄÜC
0377-01-01, 00:00:00 UTC = 1026-01-00, 18:24:47 ÄÜC
0378-01-01, 00:00:00 UTC = 1027-00-17, 45:08:39 ÄÜC
0379-01-01, 00:00:00 UTC = 1027-06-35, 22:41:32 ÄÜC
0380-01-01, 00:00:00 UTC = 1028-06-04, 00:25:24 ÄÜC
0381-01-01, 00:00:00 UTC = 1029-05-22, 20:00:34 ÄÜC
0382-01-01, 00:00:00 UTC = 1030-04-39, 46:33:27 ÄÜC
0383-01-01, 00:00:00 UTC = 1031-04-08, 24:17:19 ÄÜC
0384-01-01, 00:00:00 UTC = 1032-03-26, 02:01:12 ÄÜC
0385-01-01, 00:00:00 UTC = 1033-02-44, 21:25:22 ÄÜC
0386-01-01, 00:00:00 UTC = 1034-02-12, 48:09:15 ÄÜC
0387-01-01, 00:00:00 UTC = 1035-01-30, 25:42:07 ÄÜC
0388-01-01, 00:00:00 UTC = 1036-00-48, 03:25:48 ÄÜC
0389-01-01, 00:00:00 UTC = 1037-00-17, 23:01:10 ÄÜC
0390-01-01, 00:00:00 UTC = 1037-06-35, 00:34:02 ÄÜC
0391-01-01, 00:00:00 UTC = 1038-06-03, 27:17:44 ÄÜC
0392-01-01, 00:00:00 UTC = 1039-05-21, 05:01:36 ÄÜC
0393-01-01, 00:00:00 UTC = 1040-04-39, 24:25:46 ÄÜC
0394-01-01, 00:00:00 UTC = 1041-04-08, 02:09:39 ÄÜC
0395-01-01, 00:00:00 UTC = 1042-03-25, 28:42:31 ÄÜC
0396-01-01, 00:00:00 UTC = 1043-02-43, 06:26:24 ÄÜC
0397-01-01, 00:00:00 UTC = 1044-02-12, 26:01:34 ÄÜC
0398-01-01, 00:00:00 UTC = 1045-01-30, 03:34:27 ÄÜC
0399-01-01, 00:00:00 UTC = 1046-00-47, 30:18:19 ÄÜC
0400-01-01, 00:00:00 UTC = 1047-00-16, 08:02:11 ÄÜC
0401-01-01, 00:00:00 UTC = 1047-06-34, 27:26:22 ÄÜC
0402-01-01, 00:00:00 UTC = 1048-06-03, 05:10:14 ÄÜC
0403-01-01, 00:00:00 UTC = 1049-05-20, 31:43:07 ÄÜC
0404-01-01, 00:00:00 UTC = 1050-04-38, 09:26:48 ÄÜC
0405-01-01, 00:00:00 UTC = 1051-04-07, 29:02:09 ÄÜC
0406-01-01, 00:00:00 UTC = 1052-03-25, 06:35:02 ÄÜC
0407-01-01, 00:00:00 UTC = 1053-02-42, 33:18:43 ÄÜC
0408-01-01, 00:00:00 UTC = 1054-02-11, 11:02:36 ÄÜC
0409-01-01, 00:00:00 UTC = 1055-01-29, 30:26:46 ÄÜC
0410-01-01, 00:00:00 UTC = 1056-00-47, 08:10:39 ÄÜC
0411-01-01, 00:00:00 UTC = 1057-00-15, 34:43:31 ÄÜC
0412-01-01, 00:00:00 UTC = 1057-06-33, 12:27:23 ÄÜC
0413-01-01, 00:00:00 UTC = 1058-06-02, 32:02:34 ÄÜC
0414-01-01, 00:00:00 UTC = 1059-05-20, 09:35:26 ÄÜC
0415-01-01, 00:00:00 UTC = 1060-04-37, 36:19:19 ÄÜC
0416-01-01, 00:00:00 UTC = 1061-04-06, 14:03:11 ÄÜC
0417-01-01, 00:00:00 UTC = 1062-03-24, 33:27:21 ÄÜC
0418-01-01, 00:00:00 UTC = 1063-02-42, 11:11:14 ÄÜC
0419-01-01, 00:00:00 UTC = 1064-02-10, 37:44:06 ÄÜC
0420-01-01, 00:00:00 UTC = 1065-01-28, 15:27:48 ÄÜC
0421-01-01, 00:00:00 UTC = 1066-00-46, 35:03:09 ÄÜC
0422-01-01, 00:00:00 UTC = 1067-00-15, 12:36:02 ÄÜC
0423-01-01, 00:00:00 UTC = 1067-06-32, 39:19:43 ÄÜC
0424-01-01, 00:00:00 UTC = 1068-06-01, 17:03:35 ÄÜC
0425-01-01, 00:00:00 UTC = 1069-05-19, 36:27:46 ÄÜC
0426-01-01, 00:00:00 UTC = 1070-04-37, 14:11:38 ÄÜC
0427-01-01, 00:00:00 UTC = 1071-04-05, 40:44:31 ÄÜC
0428-01-01, 00:00:00 UTC = 1072-03-23, 18:28:23 ÄÜC
0429-01-01, 00:00:00 UTC = 1073-02-41, 38:03:33 ÄÜC
0430-01-01, 00:00:00 UTC = 1074-02-10, 15:36:26 ÄÜC
0431-01-01, 00:00:00 UTC = 1075-01-27, 42:20:18 ÄÜC
0432-01-01, 00:00:00 UTC = 1076-00-45, 20:04:11 ÄÜC
0433-01-01, 00:00:00 UTC = 1077-00-14, 39:28:21 ÄÜC
0434-01-01, 00:00:00 UTC = 1077-06-32, 17:12:14 ÄÜC
0435-01-01, 00:00:00 UTC = 1078-06-00, 43:45:06 ÄÜC
0436-01-01, 00:00:00 UTC = 1079-05-18, 21:28:47 ÄÜC
0437-01-01, 00:00:00 UTC = 1080-04-36, 41:04:09 ÄÜC
0438-01-01, 00:00:00 UTC = 1081-04-05, 18:37:01 ÄÜC
0439-01-01, 00:00:00 UTC = 1082-03-22, 45:20:43 ÄÜC
0440-01-01, 00:00:00 UTC = 1083-02-40, 23:04:35 ÄÜC
0441-01-01, 00:00:00 UTC = 1084-02-09, 42:28:45 ÄÜC
0442-01-01, 00:00:00 UTC = 1085-01-27, 20:12:38 ÄÜC
0443-01-01, 00:00:00 UTC = 1086-00-44, 46:45:30 ÄÜC
0444-01-01, 00:00:00 UTC = 1087-00-13, 24:29:23 ÄÜC
0445-01-01, 00:00:00 UTC = 1087-06-31, 44:04:33 ÄÜC
0446-01-01, 00:00:00 UTC = 1088-06-00, 21:37:26 ÄÜC
0447-01-01, 00:00:00 UTC = 1089-05-17, 48:21:18 ÄÜC
0448-01-01, 00:00:00 UTC = 1090-04-35, 26:05:10 ÄÜC
0449-01-01, 00:00:00 UTC = 1091-04-04, 45:29:21 ÄÜC
0450-01-01, 00:00:00 UTC = 1092-03-22, 23:13:13 ÄÜC
0451-01-01, 00:00:00 UTC = 1093-02-40, 00:46:06 ÄÜC
0452-01-01, 00:00:00 UTC = 1094-02-08, 27:29:47 ÄÜC
0453-01-01, 00:00:00 UTC = 1095-01-26, 47:05:08 ÄÜC
0454-01-01, 00:00:00 UTC = 1096-00-44, 24:38:01 ÄÜC
0455-01-01, 00:00:00 UTC = 1097-00-13, 02:21:42 ÄÜC
0456-01-01, 00:00:00 UTC = 1097-06-30, 29:05:35 ÄÜC
0457-01-01, 00:00:00 UTC = 1098-05-48, 48:29:45 ÄÜC
0458-01-01, 00:00:00 UTC = 1099-05-17, 26:13:38 ÄÜC
0459-01-01, 00:00:00 UTC = 1100-04-35, 03:46:30 ÄÜC
0460-01-01, 00:00:00 UTC = 1101-04-03, 30:30:22 ÄÜC
0461-01-01, 00:00:00 UTC = 1102-03-22, 01:05:33 ÄÜC
0462-01-01, 00:00:00 UTC = 1103-02-39, 27:38:25 ÄÜC
0463-01-01, 00:00:00 UTC = 1104-02-08, 05:22:18 ÄÜC
0464-01-01, 00:00:00 UTC = 1105-01-25, 32:06:10 ÄÜC
0465-01-01, 00:00:00 UTC = 1106-00-44, 02:30:20 ÄÜC
0466-01-01, 00:00:00 UTC = 1107-00-12, 29:14:13 ÄÜC
0467-01-01, 00:00:00 UTC = 1107-06-30, 06:47:05 ÄÜC
0468-01-01, 00:00:00 UTC = 1108-05-47, 33:30:47 ÄÜC
0469-01-01, 00:00:00 UTC = 1109-05-17, 04:06:08 ÄÜC
0470-01-01, 00:00:00 UTC = 1110-04-34, 30:39:01 ÄÜC
0471-01-01, 00:00:00 UTC = 1111-04-03, 08:22:42 ÄÜC
0472-01-01, 00:00:00 UTC = 1112-03-20, 35:06:34 ÄÜC
0473-01-01, 00:00:00 UTC = 1113-02-39, 05:30:45 ÄÜC
0474-01-01, 00:00:00 UTC = 1114-02-07, 32:14:37 ÄÜC
0475-01-01, 00:00:00 UTC = 1115-01-25, 09:47:30 ÄÜC
0476-01-01, 00:00:00 UTC = 1116-00-42, 36:31:22 ÄÜC
0477-01-01, 00:00:00 UTC = 1117-00-12, 07:06:32 ÄÜC
0478-01-01, 00:00:00 UTC = 1117-06-29, 33:39:25 ÄÜC
0479-01-01, 00:00:00 UTC = 1118-05-47, 11:23:17 ÄÜC
0480-01-01, 00:00:00 UTC = 1119-05-15, 38:07:10 ÄÜC
0481-01-01, 00:00:00 UTC = 1120-04-34, 08:31:20 ÄÜC
0482-01-01, 00:00:00 UTC = 1121-04-02, 35:15:13 ÄÜC
0483-01-01, 00:00:00 UTC = 1122-03-20, 12:48:05 ÄÜC
0484-01-01, 00:00:00 UTC = 1123-02-37, 39:31:46 ÄÜC
0485-01-01, 00:00:00 UTC = 1124-02-07, 10:07:08 ÄÜC
0486-01-01, 00:00:00 UTC = 1125-01-24, 36:40:00 ÄÜC
0487-01-01, 00:00:00 UTC = 1126-00-42, 14:23:42 ÄÜC
0488-01-01, 00:00:00 UTC = 1127-00-10, 41:07:34 ÄÜC
0489-01-01, 00:00:00 UTC = 1127-06-29, 11:31:44 ÄÜC
0490-01-01, 00:00:00 UTC = 1128-05-46, 38:15:37 ÄÜC
0491-01-01, 00:00:00 UTC = 1129-05-15, 15:48:29 ÄÜC
0492-01-01, 00:00:00 UTC = 1130-04-32, 42:32:22 ÄÜC
0493-01-01, 00:00:00 UTC = 1131-04-02, 13:07:32 ÄÜC
0494-01-01, 00:00:00 UTC = 1132-03-19, 39:40:25 ÄÜC
0495-01-01, 00:00:00 UTC = 1133-02-37, 17:24:17 ÄÜC
0496-01-01, 00:00:00 UTC = 1134-02-05, 44:08:09 ÄÜC
0497-01-01, 00:00:00 UTC = 1135-01-24, 14:32:20 ÄÜC
0498-01-01, 00:00:00 UTC = 1136-00-41, 41:16:12 ÄÜC
0499-01-01, 00:00:00 UTC = 1137-00-10, 19:00:05 ÄÜC
0500-01-01, 00:00:00 UTC = 1137-06-27, 45:32:46 ÄÜC
0501-01-01, 00:00:00 UTC = 1138-05-45, 23:16:39 ÄÜC
0502-01-01, 00:00:00 UTC = 1139-05-14, 01:00:31 ÄÜC
0503-01-01, 00:00:00 UTC = 1140-04-31, 27:33:24 ÄÜC
0504-01-01, 00:00:00 UTC = 1141-04-00, 05:17:16 ÄÜC
0505-01-01, 00:00:00 UTC = 1142-03-18, 24:41:26 ÄÜC
0506-01-01, 00:00:00 UTC = 1143-02-36, 02:25:19 ÄÜC
0507-01-01, 00:00:00 UTC = 1144-02-04, 29:09:11 ÄÜC
0508-01-01, 00:00:00 UTC = 1145-01-22, 06:42:04 ÄÜC
0509-01-01, 00:00:00 UTC = 1146-00-40, 26:17:14 ÄÜC
0510-01-01, 00:00:00 UTC = 1147-00-09, 04:01:06 ÄÜC
0511-01-01, 00:00:00 UTC = 1147-06-26, 30:33:48 ÄÜC
0512-01-01, 00:00:00 UTC = 1148-05-44, 08:17:40 ÄÜC
0513-01-01, 00:00:00 UTC = 1149-05-13, 27:42:02 ÄÜC
0514-01-01, 00:00:00 UTC = 1150-04-31, 05:25:43 ÄÜC
0515-01-01, 00:00:00 UTC = 1151-03-48, 32:09:36 ÄÜC
0516-01-01, 00:00:00 UTC = 1152-03-17, 09:42:28 ÄÜC
0517-01-01, 00:00:00 UTC = 1153-02-35, 29:17:38 ÄÜC
0518-01-01, 00:00:00 UTC = 1154-02-04, 07:01:31 ÄÜC
0519-01-01, 00:00:00 UTC = 1155-01-21, 33:34:23 ÄÜC
0520-01-01, 00:00:00 UTC = 1156-00-39, 11:18:16 ÄÜC
0521-01-01, 00:00:00 UTC = 1157-00-08, 30:42:26 ÄÜC
0522-01-01, 00:00:00 UTC = 1157-06-26, 08:26:18 ÄÜC
0523-01-01, 00:00:00 UTC = 1158-05-43, 35:10:11 ÄÜC
0524-01-01, 00:00:00 UTC = 1159-05-12, 12:43:03 ÄÜC
0525-01-01, 00:00:00 UTC = 1160-04-30, 32:18:14 ÄÜC
0526-01-01, 00:00:00 UTC = 1161-03-48, 10:02:06 ÄÜC
0527-01-01, 00:00:00 UTC = 1162-03-16, 36:34:48 ÄÜC
0528-01-01, 00:00:00 UTC = 1163-02-34, 14:18:40 ÄÜC
0529-01-01, 00:00:00 UTC = 1164-02-03, 33:43:01 ÄÜC
0530-01-01, 00:00:00 UTC = 1165-01-21, 11:26:43 ÄÜC
0531-01-01, 00:00:00 UTC = 1166-00-38, 38:10:35 ÄÜC
0532-01-01, 00:00:00 UTC = 1167-00-07, 15:43:28 ÄÜC
0533-01-01, 00:00:00 UTC = 1167-06-25, 35:18:38 ÄÜC
0534-01-01, 00:00:00 UTC = 1168-05-43, 13:02:30 ÄÜC
0535-01-01, 00:00:00 UTC = 1169-05-11, 39:35:23 ÄÜC
0536-01-01, 00:00:00 UTC = 1170-04-29, 17:19:15 ÄÜC
0537-01-01, 00:00:00 UTC = 1171-03-47, 36:43:26 ÄÜC
0538-01-01, 00:00:00 UTC = 1172-03-16, 14:27:18 ÄÜC
0539-01-01, 00:00:00 UTC = 1173-02-33, 41:11:11 ÄÜC
0540-01-01, 00:00:00 UTC = 1174-02-02, 18:44:03 ÄÜC
0541-01-01, 00:00:00 UTC = 1175-01-20, 38:19:13 ÄÜC
0542-01-01, 00:00:00 UTC = 1176-00-38, 16:03:06 ÄÜC
0543-01-01, 00:00:00 UTC = 1177-00-06, 42:35:47 ÄÜC
0544-01-01, 00:00:00 UTC = 1177-06-24, 20:19:40 ÄÜC
0545-01-01, 00:00:00 UTC = 1178-05-42, 39:44:01 ÄÜC
0546-01-01, 00:00:00 UTC = 1179-05-11, 17:27:42 ÄÜC
0547-01-01, 00:00:00 UTC = 1180-04-28, 44:11:35 ÄÜC
0548-01-01, 00:00:00 UTC = 1181-03-46, 21:44:27 ÄÜC
0549-01-01, 00:00:00 UTC = 1182-03-15, 41:19:38 ÄÜC
0550-01-01, 00:00:00 UTC = 1183-02-33, 19:03:30 ÄÜC
0551-01-01, 00:00:00 UTC = 1184-02-01, 45:36:23 ÄÜC
0552-01-01, 00:00:00 UTC = 1185-01-19, 23:20:15 ÄÜC
0553-01-01, 00:00:00 UTC = 1186-00-37, 42:44:25 ÄÜC
0554-01-01, 00:00:00 UTC = 1187-00-06, 20:28:18 ÄÜC
0555-01-01, 00:00:00 UTC = 1187-06-23, 47:12:10 ÄÜC
0556-01-01, 00:00:00 UTC = 1188-05-41, 24:45:03 ÄÜC
0557-01-01, 00:00:00 UTC = 1189-05-10, 44:20:13 ÄÜC
0558-01-01, 00:00:00 UTC = 1190-04-28, 22:04:05 ÄÜC
0559-01-01, 00:00:00 UTC = 1191-03-45, 48:36:47 ÄÜC
0560-01-01, 00:00:00 UTC = 1192-03-14, 26:20:39 ÄÜC
0561-01-01, 00:00:00 UTC = 1193-02-32, 45:45:01 ÄÜC
0562-01-01, 00:00:00 UTC = 1194-02-01, 23:28:42 ÄÜC
0563-01-01, 00:00:00 UTC = 1195-01-19, 01:12:35 ÄÜC
0564-01-01, 00:00:00 UTC = 1196-00-36, 27:45:27 ÄÜC
0565-01-01, 00:00:00 UTC = 1197-00-05, 47:20:37 ÄÜC
0566-01-01, 00:00:00 UTC = 1197-06-23, 25:04:30 ÄÜC
0567-01-01, 00:00:00 UTC = 1198-05-41, 02:37:22 ÄÜC
0568-01-01, 00:00:00 UTC = 1199-05-09, 29:21:15 ÄÜC
0569-01-01, 00:00:00 UTC = 1200-04-27, 48:45:25 ÄÜC
0570-01-01, 00:00:00 UTC = 1201-03-45, 26:29:17 ÄÜC
0571-01-01, 00:00:00 UTC = 1202-03-14, 04:13:10 ÄÜC
0572-01-01, 00:00:00 UTC = 1203-02-31, 30:46:02 ÄÜC
0573-01-01, 00:00:00 UTC = 1204-02-01, 01:21:13 ÄÜC
0574-01-01, 00:00:00 UTC = 1205-01-18, 28:05:05 ÄÜC
0575-01-01, 00:00:00 UTC = 1206-00-36, 05:37:47 ÄÜC
0576-01-01, 00:00:00 UTC = 1207-00-04, 32:21:39 ÄÜC
0577-01-01, 00:00:00 UTC = 1207-06-23, 02:46:00 ÄÜC
0578-01-01, 00:00:00 UTC = 1208-05-40, 29:29:42 ÄÜC
0579-01-01, 00:00:00 UTC = 1209-05-09, 07:13:34 ÄÜC
0580-01-01, 00:00:00 UTC = 1210-04-26, 33:46:27 ÄÜC
0581-01-01, 00:00:00 UTC = 1211-03-45, 04:21:37 ÄÜC
0582-01-01, 00:00:00 UTC = 1212-03-13, 31:05:29 ÄÜC
0583-01-01, 00:00:00 UTC = 1213-02-31, 08:38:22 ÄÜC
0584-01-01, 00:00:00 UTC = 1214-01-48, 35:22:14 ÄÜC
0585-01-01, 00:00:00 UTC = 1215-01-18, 05:46:25 ÄÜC
0586-01-01, 00:00:00 UTC = 1216-00-35, 32:30:17 ÄÜC
0587-01-01, 00:00:00 UTC = 1217-00-04, 10:14:10 ÄÜC
0588-01-01, 00:00:00 UTC = 1217-06-21, 36:47:02 ÄÜC
0589-01-01, 00:00:00 UTC = 1218-05-40, 07:22:12 ÄÜC
0590-01-01, 00:00:00 UTC = 1219-05-08, 34:06:05 ÄÜC
0591-01-01, 00:00:00 UTC = 1220-04-26, 11:38:46 ÄÜC
0592-01-01, 00:00:00 UTC = 1221-03-43, 38:22:39 ÄÜC
0593-01-01, 00:00:00 UTC = 1222-03-13, 08:47:00 ÄÜC
0594-01-01, 00:00:00 UTC = 1223-02-30, 35:30:41 ÄÜC
0595-01-01, 00:00:00 UTC = 1224-01-48, 13:14:34 ÄÜC
0596-01-01, 00:00:00 UTC = 1225-01-16, 39:47:26 ÄÜC
0597-01-01, 00:00:00 UTC = 1226-00-35, 10:22:37 ÄÜC
0598-01-01, 00:00:00 UTC = 1227-00-03, 37:06:29 ÄÜC
0599-01-01, 00:00:00 UTC = 1227-06-21, 14:39:22 ÄÜC
0600-01-01, 00:00:00 UTC = 1228-05-38, 41:23:14 ÄÜC
0601-01-01, 00:00:00 UTC = 1229-05-07, 19:07:06 ÄÜC
0602-01-01, 00:00:00 UTC = 1230-04-24, 45:39:48 ÄÜC
0603-01-01, 00:00:00 UTC = 1231-03-42, 23:23:40 ÄÜC
0604-01-01, 00:00:00 UTC = 1232-03-11, 01:07:33 ÄÜC
0605-01-01, 00:00:00 UTC = 1233-02-29, 20:31:43 ÄÜC
0606-01-01, 00:00:00 UTC = 1234-01-46, 47:15:36 ÄÜC
0607-01-01, 00:00:00 UTC = 1235-01-15, 24:48:28 ÄÜC
0608-01-01, 00:00:00 UTC = 1236-00-33, 02:32:21 ÄÜC
0609-01-01, 00:00:00 UTC = 1237-00-02, 22:07:31 ÄÜC
0610-01-01, 00:00:00 UTC = 1237-06-19, 48:40:23 ÄÜC
0611-01-01, 00:00:00 UTC = 1238-05-37, 26:24:16 ÄÜC
0612-01-01, 00:00:00 UTC = 1239-05-06, 04:08:08 ÄÜC
0613-01-01, 00:00:00 UTC = 1240-04-24, 23:32:18 ÄÜC
0614-01-01, 00:00:00 UTC = 1241-03-42, 01:16:11 ÄÜC
0615-01-01, 00:00:00 UTC = 1242-03-10, 28:00:03 ÄÜC
0616-01-01, 00:00:00 UTC = 1243-02-28, 05:32:45 ÄÜC
0617-01-01, 00:00:00 UTC = 1244-01-46, 25:08:06 ÄÜC
0618-01-01, 00:00:00 UTC = 1245-01-15, 02:40:48 ÄÜC
0619-01-01, 00:00:00 UTC = 1246-00-32, 29:24:40 ÄÜC
0620-01-01, 00:00:00 UTC = 1247-00-01, 07:08:33 ÄÜC
0621-01-01, 00:00:00 UTC = 1247-06-19, 26:32:43 ÄÜC
0622-01-01, 00:00:00 UTC = 1248-05-37, 04:16:35 ÄÜC
0623-01-01, 00:00:00 UTC = 1249-05-05, 31:00:28 ÄÜC
0624-01-01, 00:00:00 UTC = 1250-04-23, 08:33:20 ÄÜC
0625-01-01, 00:00:00 UTC = 1251-03-41, 28:08:31 ÄÜC
0626-01-01, 00:00:00 UTC = 1252-03-10, 05:41:23 ÄÜC
0627-01-01, 00:00:00 UTC = 1253-02-27, 32:25:15 ÄÜC
0628-01-01, 00:00:00 UTC = 1254-01-45, 10:09:08 ÄÜC
0629-01-01, 00:00:00 UTC = 1255-01-14, 29:33:18 ÄÜC
0630-01-01, 00:00:00 UTC = 1256-00-32, 07:17:11 ÄÜC
0631-01-01, 00:00:00 UTC = 1257-00-00, 34:01:03 ÄÜC
0632-01-01, 00:00:00 UTC = 1257-06-18, 11:33:45 ÄÜC
0633-01-01, 00:00:00 UTC = 1258-05-36, 31:09:06 ÄÜC
0634-01-01, 00:00:00 UTC = 1259-05-05, 08:41:47 ÄÜC
0635-01-01, 00:00:00 UTC = 1260-04-22, 35:25:40 ÄÜC
0636-01-01, 00:00:00 UTC = 1261-03-40, 13:09:32 ÄÜC
0637-01-01, 00:00:00 UTC = 1262-03-09, 32:33:43 ÄÜC
0638-01-01, 00:00:00 UTC = 1263-02-27, 10:17:35 ÄÜC
0639-01-01, 00:00:00 UTC = 1264-01-44, 37:01:27 ÄÜC
0640-01-01, 00:00:00 UTC = 1265-01-13, 14:34:20 ÄÜC
0641-01-01, 00:00:00 UTC = 1266-00-31, 34:09:30 ÄÜC
0642-01-01, 00:00:00 UTC = 1267-00-00, 11:42:23 ÄÜC
0643-01-01, 00:00:00 UTC = 1267-06-17, 38:26:15 ÄÜC
0644-01-01, 00:00:00 UTC = 1268-05-35, 16:10:08 ÄÜC
0645-01-01, 00:00:00 UTC = 1269-05-04, 35:34:18 ÄÜC
0646-01-01, 00:00:00 UTC = 1270-04-22, 13:18:10 ÄÜC
0647-01-01, 00:00:00 UTC = 1271-03-39, 40:02:03 ÄÜC
0648-01-01, 00:00:00 UTC = 1272-03-08, 17:34:44 ÄÜC
0649-01-01, 00:00:00 UTC = 1273-02-26, 37:10:06 ÄÜC
0650-01-01, 00:00:00 UTC = 1274-01-44, 14:42:47 ÄÜC
0651-01-01, 00:00:00 UTC = 1275-01-12, 41:26:39 ÄÜC
0652-01-01, 00:00:00 UTC = 1276-00-30, 19:10:32 ÄÜC
0653-01-01, 00:00:00 UTC = 1276-06-48, 38:34:42 ÄÜC
0654-01-01, 00:00:00 UTC = 1277-06-17, 16:18:35 ÄÜC
0655-01-01, 00:00:00 UTC = 1278-05-34, 43:02:27 ÄÜC
0656-01-01, 00:00:00 UTC = 1279-05-03, 20:35:20 ÄÜC
0657-01-01, 00:00:00 UTC = 1280-04-21, 40:10:30 ÄÜC
0658-01-01, 00:00:00 UTC = 1281-03-39, 17:43:22 ÄÜC
0659-01-01, 00:00:00 UTC = 1282-03-07, 44:27:15 ÄÜC
0660-01-01, 00:00:00 UTC = 1283-02-25, 22:11:07 ÄÜC
0661-01-01, 00:00:00 UTC = 1284-01-43, 41:35:18 ÄÜC
0662-01-01, 00:00:00 UTC = 1285-01-12, 19:19:10 ÄÜC
0663-01-01, 00:00:00 UTC = 1286-00-29, 46:03:02 ÄÜC
0664-01-01, 00:00:00 UTC = 1286-06-47, 23:35:44 ÄÜC
0665-01-01, 00:00:00 UTC = 1287-06-16, 43:11:05 ÄÜC
0666-01-01, 00:00:00 UTC = 1288-05-34, 20:43:47 ÄÜC
0667-01-01, 00:00:00 UTC = 1289-05-02, 47:27:39 ÄÜC
0668-01-01, 00:00:00 UTC = 1290-04-20, 25:11:32 ÄÜC
0669-01-01, 00:00:00 UTC = 1291-03-38, 44:35:42 ÄÜC
0670-01-01, 00:00:00 UTC = 1292-03-07, 22:19:34 ÄÜC
0671-01-01, 00:00:00 UTC = 1293-02-25, 00:03:27 ÄÜC
0672-01-01, 00:00:00 UTC = 1294-01-42, 26:36:19 ÄÜC
0673-01-01, 00:00:00 UTC = 1295-01-11, 46:11:30 ÄÜC
0674-01-01, 00:00:00 UTC = 1296-00-29, 23:44:22 ÄÜC
0675-01-01, 00:00:00 UTC = 1296-06-47, 01:28:14 ÄÜC
0676-01-01, 00:00:00 UTC = 1297-06-15, 28:12:07 ÄÜC
0677-01-01, 00:00:00 UTC = 1298-05-33, 47:36:17 ÄÜC
0678-01-01, 00:00:00 UTC = 1299-05-02, 25:20:10 ÄÜC
0679-01-01, 00:00:00 UTC = 1300-04-20, 03:04:02 ÄÜC
0680-01-01, 00:00:00 UTC = 1301-03-37, 29:36:44 ÄÜC
0681-01-01, 00:00:00 UTC = 1302-03-07, 00:12:05 ÄÜC
0682-01-01, 00:00:00 UTC = 1303-02-24, 26:44:46 ÄÜC
0683-01-01, 00:00:00 UTC = 1304-01-42, 04:28:39 ÄÜC
0684-01-01, 00:00:00 UTC = 1305-01-10, 31:12:31 ÄÜC
0685-01-01, 00:00:00 UTC = 1306-00-29, 01:36:42 ÄÜC
0686-01-01, 00:00:00 UTC = 1306-06-46, 28:20:34 ÄÜC
0687-01-01, 00:00:00 UTC = 1307-06-15, 06:04:26 ÄÜC
0688-01-01, 00:00:00 UTC = 1308-05-32, 32:37:19 ÄÜC
0689-01-01, 00:00:00 UTC = 1309-05-02, 03:12:29 ÄÜC
0690-01-01, 00:00:00 UTC = 1310-04-19, 29:45:22 ÄÜC
0691-01-01, 00:00:00 UTC = 1311-03-37, 07:29:14 ÄÜC
0692-01-01, 00:00:00 UTC = 1312-03-05, 34:13:07 ÄÜC
0693-01-01, 00:00:00 UTC = 1313-02-24, 04:37:17 ÄÜC
0694-01-01, 00:00:00 UTC = 1314-01-41, 31:21:09 ÄÜC
0695-01-01, 00:00:00 UTC = 1315-01-10, 09:05:02 ÄÜC
0696-01-01, 00:00:00 UTC = 1316-00-27, 35:37:43 ÄÜC
0697-01-01, 00:00:00 UTC = 1316-06-46, 06:13:05 ÄÜC
0698-01-01, 00:00:00 UTC = 1317-06-14, 32:45:46 ÄÜC
0699-01-01, 00:00:00 UTC = 1318-05-32, 10:29:38 ÄÜC
0700-01-01, 00:00:00 UTC = 1319-05-00, 37:13:31 ÄÜC
0701-01-01, 00:00:00 UTC = 1320-04-18, 14:46:23 ÄÜC
0702-01-01, 00:00:00 UTC = 1321-03-35, 41:30:16 ÄÜC
